UniProtID,GeneName,Class,isInMatrisome,Division,Category,probability
Q9BVM2,DPCD,nonECM,No,NULL,NULL,0.849070707
P13378,HOXD8,nonECM,No,NULL,NULL,0.72
Q9P287,BCCIP,nonECM,No,NULL,NULL,0.704929293
Q8N895,ZNF366,nonECM,No,NULL,NULL,0.948767677
D6RCP7,USP17L19,nonECM,No,NULL,NULL,0.658
Q8N7X1,RBMXL3,ECM,No,NULL,NULL,0.572464646
Q9P275,USP36,nonECM,No,NULL,NULL,0.589171717
Q9P272,TRMT9B,nonECM,No,NULL,NULL,0.533818182
Q8N883,ZNF614,nonECM,No,NULL,NULL,0.913191919
Q9P1U0,ZNRD1,ECM,No,NULL,NULL,0.533090909
Q9BVP2,GNL3,nonECM,No,NULL,NULL,0.838181818
Q9P1T7,MDFIC,nonECM,No,NULL,NULL,0.673252525
Q9P255,ZNF492,nonECM,No,NULL,NULL,0.934181818
Q8N7U7,TPRX1,ECM,No,NULL,NULL,0.519333333
P08686,CYP21A2,nonECM,No,NULL,NULL,0.571212121
Q53S08,RAB6D,nonECM,No,NULL,NULL,0.624989899
Q8IX21,SLF2,nonECM,No,NULL,NULL,0.905010101
Q86X95,CIR1,nonECM,No,NULL,NULL,0.784141414
Q86WX3,RPS19BP1,nonECM,No,NULL,NULL,0.72579798
Q13951,CBFB,nonECM,No,NULL,NULL,0.88410101
Q13950,RUNX2,nonECM,No,NULL,NULL,0.510242424
A2RRH5,WDR27,nonECM,No,NULL,NULL,0.589292929
Q9HCN4,GPN1,nonECM,No,NULL,NULL,0.814383838
Q6NXG1,ESRP1,nonECM,No,NULL,NULL,0.698020202
P51587,BRCA2,nonECM,No,NULL,NULL,0.894949495
Q8IX15,HOMEZ,nonECM,No,NULL,NULL,0.555777778
Q86WW8,COA5,nonECM,No,NULL,NULL,0.538121212
Q8IX12,CCAR1,nonECM,No,NULL,NULL,0.892686869
P04731,MT1A,nonECM,No,NULL,NULL,0.579252525
Q9HCM9,TRIM39,nonECM,No,NULL,NULL,0.870585859
Q8TD55,PLEKHO2,nonECM,No,NULL,NULL,0.70420202
Q8IX07,ZFPM1,nonECM,No,NULL,NULL,0.756969697
Q8IX06,REXO1L1P,nonECM,No,NULL,NULL,0.764727273
Q13939,CCIN,nonECM,No,NULL,NULL,0.728969697
Q8IX01,SUGP2,nonECM,No,NULL,NULL,0.761515152
Q86WV5,TEN1,nonECM,No,NULL,NULL,0.55989899
Q92630,DYRK2,nonECM,No,NULL,NULL,0.658343434
Q92624,APPBP2,nonECM,No,NULL,NULL,0.804686869
Q86X67,NUDT13,nonECM,No,NULL,NULL,0.711737374
Q92622,RUBCN,nonECM,No,NULL,NULL,0.68430303
Q92620,DHX38,nonECM,No,NULL,NULL,0.748969697
Q9HCK8,CHD8,nonECM,No,NULL,NULL,0.761131313
Q86X60,FAM72B,nonECM,No,NULL,NULL,0.636828283
Q9HCK5,AGO4,nonECM,No,NULL,NULL,0.74030303
Q5FBB7,SGO1,nonECM,No,NULL,NULL,0.852747475
Q9HCK0,ZBTB26,nonECM,No,NULL,NULL,0.792282828
Q8TD31,CCHCR1,nonECM,No,NULL,NULL,0.908020202
Q8TD30,GPT2,nonECM,No,NULL,NULL,0.597858586
P51553,IDH3G,nonECM,No,NULL,NULL,0.74220202
Q92618,ZNF516,nonECM,No,NULL,NULL,0.760848485
P08319,ADH4,nonECM,No,NULL,NULL,0.524141414
Q86WT6,TRIM69,nonECM,No,NULL,NULL,0.864727273
Q86X55,CARM1,nonECM,No,NULL,NULL,0.560808081
Q92610,ZNF592,nonECM,No,NULL,NULL,0.838141414
Q86X51,CXorf67,ECM,No,NULL,NULL,0.533030303
Q9HCJ3,RAVER2,nonECM,No,NULL,NULL,0.727212121
Q8TD26,CHD6,nonECM,No,NULL,NULL,0.942424242
Q8TD23,ZNF675,nonECM,No,NULL,NULL,0.94440404
Q8IWL8,STH,nonECM,No,NULL,NULL,0.573232323
Q8IWL3,HSCB,nonECM,No,NULL,NULL,0.765373737
Q8IWL2,SFTPA1,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.846626263
Q8IWL1,SFTPA2,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.801010101
Q13901,C1D,nonECM,No,NULL,NULL,0.865333333
Q9HCI7,MSL2,nonECM,No,NULL,NULL,0.613414141
Q8TD17,ZNF398,nonECM,No,NULL,NULL,0.858787879
Q8TD10,MIPOL1,nonECM,No,NULL,NULL,0.929858586
P51532,SMARCA4,nonECM,No,NULL,NULL,0.706343434
P51531,SMARCA2,nonECM,No,NULL,NULL,0.812080808
P51530,DNA2,nonECM,No,NULL,NULL,0.801232323
Q8N1Q8,THEM5,nonECM,No,NULL,NULL,0.711292929
Q8TD06,AGR3,nonECM,No,NULL,NULL,0.509717172
P51523,ZNF84,nonECM,No,NULL,NULL,0.965333333
P51522,ZNF83,nonECM,No,NULL,NULL,0.863515152
Q86X24,HORMAD1,nonECM,No,NULL,NULL,0.775535354
Q9HCG8,CWC22,nonECM,No,NULL,NULL,0.676727273
Q86WQ0,NR2C2AP,ECM,No,NULL,NULL,0.556464646
Q9HCG1,ZNF160,nonECM,No,NULL,NULL,0.942585859
Q8TCN5,ZNF507,nonECM,No,NULL,NULL,0.860323232
Q9H0C8,ILKAP,nonECM,No,NULL,NULL,0.651232323
P51513,NOVA1,nonECM,No,NULL,NULL,0.649030303
Q8IWI9,MGA,nonECM,No,NULL,NULL,0.804181818
P51508,ZNF81,nonECM,No,NULL,NULL,0.950848485
P51504,ZNF80,nonECM,No,NULL,NULL,0.844828283
Q9UII5,ZNF107,nonECM,No,NULL,NULL,0.870909091
Q9H0D2,ZNF541,nonECM,No,NULL,NULL,0.685111111
Q9HCE5,METTL14,nonECM,No,NULL,NULL,0.811838384
P26374,CHML,nonECM,No,NULL,NULL,0.645313131
P26373,RPL13,nonECM,No,NULL,NULL,0.841090909
Q5H9L4,TAF7L,nonECM,No,NULL,NULL,0.76830303
Q5H9L2,TCEAL5,nonECM,No,NULL,NULL,0.602585859
Q9HCD5,NCOA5,nonECM,No,NULL,NULL,0.763515152
P26368,U2AF2,nonECM,No,NULL,NULL,0.77630303
P58215,LOXL3,ECM,Yes,Matrisome-associated,ECM Regulators,0.953252525
Q5H9K5,ZMAT1,nonECM,No,NULL,NULL,0.829333333
Q8IWF6,DENND6A,nonECM,No,NULL,NULL,0.55379798
Q8IWF2,FOXRED2,nonECM,No,NULL,NULL,0.611919192
P26358,DNMT1,nonECM,No,NULL,NULL,0.836141414
Q9H0E7,USP44,nonECM,No,NULL,NULL,0.819535354
Q8TCJ0,FBXO25,nonECM,No,NULL,NULL,0.850141414
Q8IWE2,FAM114A1,nonECM,No,NULL,NULL,0.797090909
Q9HCB6,SPON1,ECM,Yes,Core matrisome,ECM Glycoproteins,0.88169697
Q9UIK4,DAPK2,nonECM,No,NULL,NULL,0.857838384
Q5H9I0,TFDP3,nonECM,No,NULL,NULL,0.84369697
Q6NWY9,PRPF40B,nonECM,No,NULL,NULL,0.887414141
Q15072,ZNF146,nonECM,No,NULL,NULL,0.818363636
Q8IWB7,WDFY1,nonECM,No,NULL,NULL,0.600909091
Q86WI3,NLRC5,nonECM,No,NULL,NULL,0.510767677
Q8NI37,PPTC7,ECM,No,NULL,NULL,0.561252525
Q15063,POSTN,ECM,Yes,Core matrisome,ECM Glycoproteins,0.822646465
Q15061,WDR43,nonECM,No,NULL,NULL,0.643757576
P14921,ETS1,nonECM,No,NULL,NULL,0.717757576
Q8IWA0,WDR75,nonECM,No,NULL,NULL,0.628484848
Q15059,BRD3,nonECM,No,NULL,NULL,0.881131313
Q15054,POLD3,nonECM,No,NULL,NULL,0.834686869
Q15050,RRS1,nonECM,No,NULL,NULL,0.885191919
Q15038,DAZAP2,ECM,No,NULL,NULL,0.504525253
Q15034,HERC3,nonECM,No,NULL,NULL,0.526929293
Q02962,PAX2,nonECM,No,NULL,NULL,0.559737374
Q15031,LARS2,nonECM,No,NULL,NULL,0.687535354
P55199,ELL,nonECM,No,NULL,NULL,0.745171717
Q8WYK2,JDP2,nonECM,No,NULL,NULL,0.796121212
Q15029,EFTUD2,nonECM,No,NULL,NULL,0.706383838
Q6NX49,ZNF544,nonECM,No,NULL,NULL,0.961737374
Q15025,TNIP1,nonECM,No,NULL,NULL,0.910080808
Q15024,EXOSC7,nonECM,No,NULL,NULL,0.84230303
Q6NX45,ZNF774,nonECM,No,NULL,NULL,0.900848485
Q15021,NCAPD2,nonECM,No,NULL,NULL,0.77569697
Q15020,SART3,nonECM,No,NULL,NULL,0.896282828
Q15018,ABRAXAS2,nonECM,No,NULL,NULL,0.787555556
Q15008,PSMD6,nonECM,No,NULL,NULL,0.873030303
Q15004,PCLAF,nonECM,No,NULL,NULL,0.596545455
Q15003,NCAPH,nonECM,No,NULL,NULL,0.853656566
O00182,LGALS9,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.887454545
P41247,PNPLA4,nonECM,No,NULL,NULL,0.674282828
P01303,NPY,ECM,No,NULL,NULL,0.52359596
P0CG40,SP9,nonECM,No,NULL,NULL,0.563050505
P41238,APOBEC1,nonECM,No,NULL,NULL,0.657454545
Q86WA8,LONP2,nonECM,No,NULL,NULL,0.882666667
Q9H0K1,SIK2,nonECM,No,NULL,NULL,0.872464646
P0CG35,TMSB15B,nonECM,No,NULL,NULL,0.732121212
P0CG33,GOLGA6D,nonECM,No,NULL,NULL,0.917313131
P0CG31,ZNF286B,nonECM,No,NULL,NULL,0.926282828
O00167,EYA2,nonECM,No,NULL,NULL,0.559919192
P41229,KDM5C,nonECM,No,NULL,NULL,0.937616162
P41227,NAA10,nonECM,No,NULL,NULL,0.763818182
P41226,UBA7,nonECM,No,NULL,NULL,0.708585859
Q8IW92,GLB1L2,ECM,No,NULL,NULL,0.697171717
P41223,BUD31,nonECM,No,NULL,NULL,0.887252525
P0CG24,ZNF883,nonECM,No,NULL,NULL,0.825090909
P0CG23,ZNF853,nonECM,No,NULL,NULL,0.834626263
Q9HBU1,BARX1,nonECM,No,NULL,NULL,0.671535354
Q8IVW6,ARID3B,nonECM,No,NULL,NULL,0.916121212
Q8IVW4,CDKL3,nonECM,No,NULL,NULL,0.864262626
P41214,EIF2D,nonECM,No,NULL,NULL,0.766121212
Q8IVW1,ARL17A,nonECM,No,NULL,NULL,0.629919192
Q9HBT8,ZNF286A,nonECM,No,NULL,NULL,0.95189899
Q9H0L4,CSTF2T,nonECM,No,NULL,NULL,0.68179798
O75953,DNAJB5,nonECM,No,NULL,NULL,0.657575758
Q5SZQ8,CELF3,nonECM,No,NULL,NULL,0.679838384
O00148,DDX39A,nonECM,No,NULL,NULL,0.837191919
O00142,TK2,ECM,No,NULL,NULL,0.512868687
Q56P42,PYDC2,nonECM,No,NULL,NULL,0.807414141
Q9HC44,GPBP1L1,nonECM,No,NULL,NULL,0.81
Q8TBZ8,ZNF564,nonECM,No,NULL,NULL,0.947414141
P0CG00,ZSCAN5DP,nonECM,No,NULL,NULL,0.846969697
Q8TBZ5,ZNF502,nonECM,No,NULL,NULL,0.940343434
Q8TBZ0,CCDC110,nonECM,No,NULL,NULL,0.930161616
Q8IVU3,HERC6,nonECM,No,NULL,NULL,0.633919192
Q9HC36,MRM3,nonECM,No,NULL,NULL,0.834727273
Q8TBY0,RBM46,nonECM,No,NULL,NULL,0.820565657
Q7RTN6,STRADA,nonECM,No,NULL,NULL,0.772727273
Q13888,GTF2H2,nonECM,No,NULL,NULL,0.781393939
Q13887,KLF5,nonECM,No,NULL,NULL,0.768020202
Q5CZA5,ZNF805,nonECM,No,NULL,NULL,0.935616162
Q5JVS0,HABP4,nonECM,No,NULL,NULL,0.707757576
Q5MJ68,SPDYC,ECM,No,NULL,NULL,0.511474747
Q659A1,ICE2,nonECM,No,NULL,NULL,0.862141414
Q5TGS1,HES3,nonECM,No,NULL,NULL,0.767676768
Q53GL7,PARP10,nonECM,No,NULL,NULL,0.661313131
Q8WVV9,HNRNPLL,nonECM,No,NULL,NULL,0.741212121
Q6AHZ1,ZNF518A,nonECM,No,NULL,NULL,0.897212121
Q96DD0,LRRC39,ECM,No,NULL,NULL,0.529292929
Q9NPC6,MYOZ2,nonECM,No,NULL,NULL,0.785232323
P19237,TNNI1,nonECM,No,NULL,NULL,0.891777778
A0A1B0GWK0,PVALEF,nonECM,No,NULL,NULL,0.705616162
P02585,TNNC2,nonECM,No,NULL,NULL,0.815030303
Q5VTT5,MYOM3,ECM,No,NULL,NULL,0.510565657
P10916,MYL2,nonECM,No,NULL,NULL,0.792121212
Q14896,MYBPC3,ECM,No,NULL,NULL,0.564646465
P13805,TNNT1,nonECM,No,NULL,NULL,0.808848485
P45379,TNNT2,nonECM,No,NULL,NULL,0.761979798
P45378,TNNT3,nonECM,No,NULL,NULL,0.801777778
P14902,IDO1,nonECM,No,NULL,NULL,0.826828283
Q53GG5,PDLIM3,ECM,No,NULL,NULL,0.593474747
P63316,TNNC1,nonECM,No,NULL,NULL,0.770949495
O15273,TCAP,nonECM,No,NULL,NULL,0.884181818
Q8IUG5,MYO18B,nonECM,No,NULL,NULL,0.931555556
Q9BYV2,TRIM54,nonECM,No,NULL,NULL,0.796525253
Q86VF2,IGFN1,ECM,No,NULL,NULL,0.663757576
P07951,TPM2,nonECM,No,NULL,NULL,0.825838384
P29536,LMOD1,nonECM,No,NULL,NULL,0.879151515
A8MU46,SMTNL1,nonECM,No,NULL,NULL,0.768868687
Q5BKY1,LRRC10,ECM,No,NULL,NULL,0.585939394
P54296,MYOM2,ECM,No,NULL,NULL,0.607232323
Q8WU10,PYROXD1,nonECM,No,NULL,NULL,0.757151515
Q9UNE7,STUB1,nonECM,No,NULL,NULL,0.774565657
O60237,PPP1R12B,nonECM,No,NULL,NULL,0.662565657
Q5VZP5,DUSP27,nonECM,No,NULL,NULL,0.902727273
P05976,MYL1,nonECM,No,NULL,NULL,0.781393939
P24844,MYL9,nonECM,No,NULL,NULL,0.846383838
P61313,RPL15,nonECM,No,NULL,NULL,0.723272727
Q15172,PPP2R5A,nonECM,No,NULL,NULL,0.796363636
Q8TDC0,MYOZ3,nonECM,No,NULL,NULL,0.724323232
Q13049,TRIM32,nonECM,No,NULL,NULL,0.763979798
Q99727,TIMP4,ECM,Yes,Matrisome-associated,ECM Regulators,0.627717172
Q2V2M9,FHOD3,nonECM,No,NULL,NULL,0.782343434
Q9Y623,MYH4,nonECM,No,NULL,NULL,0.958848485
Q0VAK6,LMOD3,nonECM,No,NULL,NULL,0.878808081
P56524,HDAC4,nonECM,No,NULL,NULL,0.799818182
P13535,MYH8,nonECM,No,NULL,NULL,0.934262626
P13533,MYH6,nonECM,No,NULL,NULL,0.951292929
P12883,MYH7,nonECM,No,NULL,NULL,0.945555556
P12882,MYH1,nonECM,No,NULL,NULL,0.942242424
P12829,MYL4,nonECM,No,NULL,NULL,0.761111111
Q15327,ANKRD1,nonECM,No,NULL,NULL,0.637111111
Q9NZQ9,TMOD4,nonECM,No,NULL,NULL,0.76179798
Q8N3K9,CMYA5,nonECM,No,NULL,NULL,0.723353535
Q00872,MYBPC1,nonECM,No,NULL,NULL,0.519656566
Q6P5Q4,LMOD2,nonECM,No,NULL,NULL,0.812181818
Q14596,NBR1,nonECM,No,NULL,NULL,0.833878788
Q8NC69,KCTD6,nonECM,No,NULL,NULL,0.657979798
P52179,MYOM1,ECM,No,NULL,NULL,0.537131313
Q9UKP3,ITGB1BP2,nonECM,No,NULL,NULL,0.56759596
Q8NBH2,KY,nonECM,Yes,Matrisome-associated,ECM Regulators,0.813636364
Q14331,FRG1,nonECM,No,NULL,NULL,0.774181818
Q14324,MYBPC2,nonECM,No,NULL,NULL,0.548525253
P19429,TNNI3,nonECM,No,NULL,NULL,0.895777778
P23327,HRC,ECM,No,NULL,NULL,0.548585859
Q92831,KAT2B,nonECM,No,NULL,NULL,0.625010101
Q5TD97,FHL5,nonECM,No,NULL,NULL,0.574282828
P48788,TNNI2,nonECM,No,NULL,NULL,0.848484848
Q2TBA0,KLHL40,nonECM,No,NULL,NULL,0.739272727
Q711Q0,CEFIP,nonECM,No,NULL,NULL,0.823050505
Q02045,MYL5,nonECM,No,NULL,NULL,0.835373737
P08590,MYL3,nonECM,No,NULL,NULL,0.809171717
Q9Y2K3,MYH15,nonECM,No,NULL,NULL,0.939111111
Q9UJP4,KLHL21,nonECM,No,NULL,NULL,0.782848485
A6NK89,RASSF10,nonECM,No,NULL,NULL,0.948585859
Q9UJT0,TUBE1,nonECM,No,NULL,NULL,0.599494949
Q9UJT2,TSKS,nonECM,No,NULL,NULL,0.84969697
Q9UJT9,FBXL7,nonECM,No,NULL,NULL,0.561717172
P62891,RPL39,nonECM,No,NULL,NULL,0.626323232
Q96DN5,TBC1D31,nonECM,No,NULL,NULL,0.790949495
Q96DY7,MTBP,nonECM,No,NULL,NULL,0.666121212
Q9Y5B8,NME7,nonECM,No,NULL,NULL,0.826464646
P59282,TPPP2,nonECM,No,NULL,NULL,0.727858586
P62945,RPL41,nonECM,No,NULL,NULL,0.624464646
Q9Y6R9,CCDC61,nonECM,No,NULL,NULL,0.905434343
Q96CS2,HAUS1,nonECM,No,NULL,NULL,0.908585859
P62910,RPL32,nonECM,No,NULL,NULL,0.819151515
O95835,LATS1,nonECM,No,NULL,NULL,0.720868687
Q96DB5,RMDN1,nonECM,No,NULL,NULL,0.688
P59991,KRTAP12-2,nonECM,No,NULL,NULL,0.536969697
P59990,KRTAP12-1,nonECM,No,NULL,NULL,0.567434343
Q96JP2,MYO15B,nonECM,No,NULL,NULL,0.603616162
Q96JH8,RADIL,nonECM,No,NULL,NULL,0.737090909
P0C7H8,KRTAP2-3,nonECM,No,NULL,NULL,0.616343434
Q9ULI4,KIF26A,ECM,No,NULL,NULL,0.536666667
Q3LI83,KRTAP24-1,nonECM,No,NULL,NULL,0.502020202
Q3LI77,KRTAP13-4,nonECM,No,NULL,NULL,0.56
Q3LI76,KRTAP15-1,nonECM,No,NULL,NULL,0.582686869
Q3LI72,KRTAP19-5,nonECM,No,NULL,NULL,0.592505051
Q3LI70,KRTAP19-6,nonECM,No,NULL,NULL,0.584949495
Q3LI68,KRTAP22-2,nonECM,No,NULL,NULL,0.506222222
Q3LI66,KRTAP6-2,nonECM,No,NULL,NULL,0.559454545
Q3LI64,KRTAP6-1,nonECM,No,NULL,NULL,0.630686869
Q3LI63,KRTAP20-1,nonECM,No,NULL,NULL,0.605212121
Q3LI62,KRTAP20-4,nonECM,No,NULL,NULL,0.584464646
Q3LI61,KRTAP20-2,nonECM,No,NULL,NULL,0.610424242
Q3LI60,KRTAP20-3,nonECM,No,NULL,NULL,0.57789899
Q6ZN84,CCDC81,nonECM,No,NULL,NULL,0.878444444
Q6ZMW3,EML6,nonECM,No,NULL,NULL,0.500343434
Q9H6D7,HAUS4,nonECM,No,NULL,NULL,0.854363636
Q9NS87,KIF15,nonECM,No,NULL,NULL,0.863555556
O60336,MAPKBP1,ECM,No,NULL,NULL,0.625252525
Q9C0H6,KLHL4,nonECM,No,NULL,NULL,0.739272727
Q9C0F1,CEP44,nonECM,No,NULL,NULL,0.842969697
Q9NQY0,BIN3,nonECM,No,NULL,NULL,0.879212121
Q9C075,KRT23,nonECM,No,NULL,NULL,0.849777778
O43182,ARHGAP6,nonECM,No,NULL,NULL,0.791333333
Q6PF05,TTC23L,nonECM,No,NULL,NULL,0.893333333
Q5T280,SPOUT1,nonECM,No,NULL,NULL,0.875858586
Q9H900,ZWILCH,nonECM,No,NULL,NULL,0.776181818
Q0P6D6,CCDC15,nonECM,No,NULL,NULL,0.838585859
Q6ZP82,CCDC141,nonECM,No,NULL,NULL,0.955010101
Q5XUX0,FBXO31,nonECM,No,NULL,NULL,0.576828283
Q6ZP65,BICDL1,nonECM,No,NULL,NULL,0.912828283
Q66GS9,CEP135,nonECM,No,NULL,NULL,0.908242424
Q96RT7,TUBGCP6,nonECM,No,NULL,NULL,0.812989899
Q9Y4F5,CEP170B,nonECM,No,NULL,NULL,0.693232323
O95922,TTLL1,nonECM,No,NULL,NULL,0.747737374
O95834,EML2,nonECM,No,NULL,NULL,0.554
Q16584,MAP3K11,nonECM,No,NULL,NULL,0.711515152
Q9H1K6,TLNRD1,nonECM,No,NULL,NULL,0.685393939
O75690,KRTAP5-8,nonECM,No,NULL,NULL,0.552767677
A7E2Y1,MYH7B,nonECM,No,NULL,NULL,0.921333333
O43790,KRT86,nonECM,No,NULL,NULL,0.780545455
O75638,CTAG2,ECM,No,NULL,NULL,0.569131313
A7E2U8,C4orf47,nonECM,No,NULL,NULL,0.723878788
Q96EH5,RPL39L,nonECM,No,NULL,NULL,0.621454545
Q0VF96,CGNL1,nonECM,No,NULL,NULL,0.86189899
O95613,PCNT,nonECM,No,NULL,NULL,0.945838384
Q9P2G4,MAP10,nonECM,No,NULL,NULL,0.749535354
A1A580,KRTAP23-1,nonECM,No,NULL,NULL,0.591232323
Q96GE4,CEP95,nonECM,No,NULL,NULL,0.814707071
Q9H0I2,ENKD1,nonECM,No,NULL,NULL,0.820929293
P47914,RPL29,nonECM,No,NULL,NULL,0.797434343
Q9UIL4,KIF25,ECM,No,NULL,NULL,0.590808081
P49356,FNTB,nonECM,No,NULL,NULL,0.696909091
Q96AY4,TTC28,nonECM,No,NULL,NULL,0.742666667
Q9H0A9,SPATC1L,nonECM,No,NULL,NULL,0.785636364
P53814,SMTN,nonECM,No,NULL,NULL,0.831575758
Q2KJY2,KIF26B,nonECM,No,NULL,NULL,0.634141414
A8K8P3,SFI1,nonECM,No,NULL,NULL,0.864525253
Q8N1T3,MYO1H,nonECM,No,NULL,NULL,0.745434343
Q9H853,TUBA4B,nonECM,No,NULL,NULL,0.71640404
Q9H892,TTC12,nonECM,No,NULL,NULL,0.920464646
Q02543,RPL18A,nonECM,No,NULL,NULL,0.708323232
Q9BR77,CCDC77,nonECM,No,NULL,NULL,0.939373737
Q2NL98,VMAC,nonECM,No,NULL,NULL,0.833939394
P61927,RPL37,nonECM,No,NULL,NULL,0.690606061
Q8IYX8,CEP57L1,nonECM,No,NULL,NULL,0.927656566
O94967,WDR47,nonECM,No,NULL,NULL,0.710545455
Q8IYX3,CCDC116,nonECM,No,NULL,NULL,0.789474747
Q3SY46,KRTAP13-3,nonECM,No,NULL,NULL,0.517858586
O00423,EML1,nonECM,No,NULL,NULL,0.61369697
O94927,HAUS5,nonECM,No,NULL,NULL,0.868909091
Q8IYS8,BOD1L2,nonECM,No,NULL,NULL,0.528444444
Q8NHW5,RPLP0P6,nonECM,No,NULL,NULL,0.756383838
Q8IYI0,SHLD1,nonECM,No,NULL,NULL,0.710161616
Q8IYA6,CKAP2L,nonECM,No,NULL,NULL,0.760262626
Q9UPY8,MAPRE3,nonECM,No,NULL,NULL,0.748161616
Q8TEA7,TBCK,nonECM,No,NULL,NULL,0.845191919
O00399,DCTN6,nonECM,No,NULL,NULL,0.547232323
Q3SX64,ODF3L2,ECM,No,NULL,NULL,0.508262626
P60331,KRTAP10-1,ECM,No,NULL,NULL,0.503979798
P60329,KRTAP12-4,nonECM,No,NULL,NULL,0.613010101
P60328,KRTAP12-3,nonECM,No,NULL,NULL,0.546444444
P33981,TTK,nonECM,No,NULL,NULL,0.776727273
Q8N960,CEP120,nonECM,No,NULL,NULL,0.844787879
Q8N954,GPATCH11,nonECM,No,NULL,NULL,0.801515152
A6NHL2,TUBAL3,nonECM,No,NULL,NULL,0.782141414
Q9P2K6,KLHL42,nonECM,No,NULL,NULL,0.74179798
Q9NY65,TUBA8,nonECM,No,NULL,NULL,0.771151515
Q07627,KRTAP1-1,nonECM,No,NULL,NULL,0.565919192
Q8N865,C7orf31,nonECM,No,NULL,NULL,0.658383838
Q8TD47,RPS4Y2,nonECM,No,NULL,NULL,0.680646465
Q9HCH0,NCKAP5L,nonECM,No,NULL,NULL,0.619818182
P26371,KRTAP5-9,nonECM,No,NULL,NULL,0.558949495
Q8IWC1,MAP7D3,nonECM,No,NULL,NULL,0.906868687
O00160,MYO1F,nonECM,No,NULL,NULL,0.767818182
Q9HC35,EML4,nonECM,No,NULL,NULL,0.637676768
Q52LG2,KRTAP13-2,nonECM,No,NULL,NULL,0.593818182
Q6A163,KRT39,nonECM,No,NULL,NULL,0.875777778
Q99873,PRMT1,nonECM,No,NULL,NULL,0.670727273
Q6IA86,ELP2,nonECM,No,NULL,NULL,0.513171717
Q6Q788,APOA5,nonECM,No,NULL,NULL,0.825232323
Q7L2R6,ZNF765,nonECM,No,NULL,NULL,0.960808081
Q6DRA6,HIST2H2BD,nonECM,No,NULL,NULL,0.774121212
Q99865,SPIN2A,nonECM,No,NULL,NULL,0.772606061
Q15637,SF1,nonECM,No,NULL,NULL,0.792424242
Q7KZ85,SUPT6H,nonECM,No,NULL,NULL,0.890262626
P83916,CBX1,nonECM,No,NULL,NULL,0.731171717
Q8WVT3,TRAPPC12,nonECM,No,NULL,NULL,0.630888889
Q9Y689,ARL5A,nonECM,No,NULL,NULL,0.790242424
Q8N9F8,ZNF454,nonECM,No,NULL,NULL,0.898525253
Q53GI3,ZNF394,nonECM,No,NULL,NULL,0.898424242
Q15650,TRIP4,nonECM,No,NULL,NULL,0.923151515
Q99848,EBNA1BP2,nonECM,No,NULL,NULL,0.852787879
Q8WW38,ZFPM2,nonECM,No,NULL,NULL,0.804484848
Q9Y697,NFS1,nonECM,No,NULL,NULL,0.734323232
Q99853,FOXB1,nonECM,No,NULL,NULL,0.674222222
Q99814,EPAS1,nonECM,No,NULL,NULL,0.83230303
Q8WW12,PCNP,nonECM,No,NULL,NULL,0.790242424
Q99811,PRRX2,nonECM,No,NULL,NULL,0.720626263
Q8WW01,TSEN15,nonECM,No,NULL,NULL,0.635878788
P26885,FKBP2,nonECM,No,NULL,NULL,0.591676768
Q8WVM7,STAG1,nonECM,No,NULL,NULL,0.851151515
Q70YC5,ZNF365,nonECM,No,NULL,NULL,0.950424242
Q96DN6,MBD6,ECM,No,NULL,NULL,0.569171717
Q8WVK2,SNRNP27,nonECM,No,NULL,NULL,0.681535354
Q15596,NCOA2,nonECM,No,NULL,NULL,0.766181818
Q8WVJ9,TWIST2,nonECM,No,NULL,NULL,0.779777778
P28324,ELK4,nonECM,No,NULL,NULL,0.657515152
Q15583,TGIF1,nonECM,No,NULL,NULL,0.556424242
Q15573,TAF1A,nonECM,No,NULL,NULL,0.762121212
Q15572,TAF1C,ECM,No,NULL,NULL,0.604949495
Q7L2E3,DHX30,nonECM,No,NULL,NULL,0.850545455
Q15562,TEAD2,nonECM,No,NULL,NULL,0.817818182
Q15561,TEAD4,nonECM,No,NULL,NULL,0.671858586
Q15560,TCEA2,nonECM,No,NULL,NULL,0.853939394
Q99871,HAUS7,nonECM,No,NULL,NULL,0.724505051
P16989,YBX3,nonECM,No,NULL,NULL,0.620242424
Q15555,MAPRE2,nonECM,No,NULL,NULL,0.738363636
Q5MCW4,ZNF569,nonECM,No,NULL,NULL,0.968383838
P85037,FOXK1,nonECM,No,NULL,NULL,0.501878788
Q15545,TAF7,nonECM,No,NULL,NULL,0.870606061
Q15544,TAF11,nonECM,No,NULL,NULL,0.757515152
Q15543,TAF13,nonECM,No,NULL,NULL,0.667090909
Q15542,TAF5,nonECM,No,NULL,NULL,0.561313131
Q53FZ2,ACSM3,nonECM,No,NULL,NULL,0.600444444
Q15532,SS18,nonECM,No,NULL,NULL,0.584363636
Q8WVD3,RNF138,nonECM,No,NULL,NULL,0.757737374
Q15528,MED22,nonECM,No,NULL,NULL,0.816181818
Q5TA89,HES5,nonECM,No,NULL,NULL,0.855232323
Q8WVC0,LEO1,nonECM,No,NULL,NULL,0.633070707
Q8WVB6,CHTF18,nonECM,No,NULL,NULL,0.849070707
